atributos_id,player_api_id,overall_rating,potential,preferred_foot,crossing,finishing,dribbling,free_kick_accuracy,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,strength,aggression,interceptions,vision,penalties,marking,id_temporada
156,268282,61.0,73.0,right,47.0,62.0,66.0,75.0,64.0,61.0,61.0,74.0,67.0,70.0,58.0,49.0,45.0,41.0,25.0,54.0,54.0,38.0,1
157,38471,68.0,77.0,right,61.0,75.0,68.0,70.0,70.0,68.0,67.0,69.0,63.0,56.0,72.0,55.0,53.0,64.0,41.0,76.0,84.0,32.0,4
158,195305,74.0,81.0,right,49.0,42.0,59.0,44.0,72.0,65.0,70.0,67.0,75.0,69.0,57.0,72.0,73.0,63.0,81.0,59.0,51.0,76.0,7
159,195305,72.0,81.0,right,49.0,42.0,59.0,44.0,72.0,65.0,69.0,67.0,75.0,69.0,57.0,71.0,72.0,62.0,79.0,59.0,51.0,74.0,7
160,21450,74.0,74.0,right,78.0,38.0,65.0,37.0,68.0,74.0,77.0,65.0,76.0,60.0,59.0,68.0,74.0,73.0,84.0,60.0,36.0,69.0,6
161,21450,69.0,73.0,right,70.0,38.0,69.0,37.0,70.0,74.0,72.0,70.0,72.0,64.0,59.0,73.0,74.0,69.0,67.0,60.0,36.0,66.0,5
162,21450,72.0,72.0,right,74.0,38.0,69.0,37.0,65.0,77.0,78.0,70.0,72.0,64.0,38.0,78.0,74.0,69.0,74.0,68.0,59.0,70.0,4
163,21450,,,,,,,,,,,,,,,,,,,,,,1
164,37879,72.0,73.0,right,32.0,22.0,51.0,51.0,60.0,54.0,54.0,59.0,73.0,58.0,58.0,61.0,82.0,75.0,75.0,52.0,55.0,73.0,8
165,37879,72.0,73.0,right,32.0,22.0,51.0,51.0,60.0,54.0,44.0,59.0,73.0,58.0,58.0,61.0,82.0,66.0,75.0,51.0,55.0,73.0,8
166,37879,73.0,74.0,right,32.0,22.0,41.0,51.0,66.0,54.0,39.0,49.0,72.0,48.0,58.0,60.0,83.0,73.0,73.0,62.0,55.0,72.0,5
167,37879,75.0,79.0,right,65.0,51.0,40.0,50.0,70.0,71.0,75.0,50.0,71.0,70.0,57.0,78.0,85.0,72.0,77.0,62.0,77.0,73.0,2
168,41166,74.0,77.0,left,52.0,20.0,41.0,39.0,58.0,60.0,56.0,66.0,70.0,60.0,56.0,77.0,72.0,65.0,82.0,35.0,29.0,78.0,9
169,41166,73.0,76.0,left,52.0,20.0,50.0,39.0,64.0,61.0,55.0,64.0,70.0,60.0,56.0,73.0,68.0,64.0,79.0,55.0,29.0,75.0,7
170,41166,69.0,76.0,left,40.0,21.0,51.0,40.0,64.0,70.0,67.0,58.0,71.0,65.0,57.0,67.0,65.0,63.0,69.0,60.0,30.0,72.0,4
171,49847,74.0,74.0,right,74.0,52.0,72.0,82.0,78.0,68.0,62.0,80.0,70.0,94.0,82.0,74.0,58.0,72.0,77.0,73.0,66.0,75.0,10
172,20325,71.0,72.0,right,32.0,22.0,48.0,46.0,54.0,54.0,58.0,60.0,57.0,47.0,61.0,81.0,85.0,83.0,67.0,43.0,49.0,70.0,10
173,20325,71.0,75.0,right,32.0,22.0,48.0,46.0,54.0,54.0,58.0,63.0,57.0,47.0,61.0,81.0,84.0,83.0,68.0,43.0,49.0,70.0,9
174,28467,83.0,85.0,left,87.0,64.0,83.0,67.0,86.0,81.0,83.0,79.0,85.0,84.0,83.0,79.0,75.0,86.0,83.0,70.0,59.0,75.0,7
175,28467,71.0,83.0,left,69.0,67.0,64.0,80.0,67.0,88.0,83.0,84.0,79.0,75.0,70.0,77.0,56.0,70.0,67.0,76.0,72.0,76.0,1
176,181984,74.0,74.0,right,21.0,25.0,34.0,25.0,52.0,63.0,68.0,59.0,63.0,55.0,58.0,85.0,80.0,74.0,77.0,37.0,33.0,76.0,8
177,181984,74.0,74.0,right,26.0,25.0,34.0,22.0,52.0,63.0,68.0,59.0,63.0,55.0,58.0,85.0,80.0,74.0,77.0,37.0,38.0,76.0,8
178,181984,77.0,82.0,right,39.0,25.0,37.0,23.0,54.0,67.0,65.0,60.0,70.0,55.0,64.0,85.0,82.0,80.0,80.0,38.0,49.0,81.0,7
179,181984,74.0,83.0,right,39.0,25.0,37.0,23.0,50.0,64.0,67.0,60.0,70.0,55.0,64.0,76.0,82.0,76.0,77.0,50.0,49.0,78.0,6
180,498033,75.0,87.0,left,75.0,64.0,77.0,76.0,83.0,69.0,64.0,69.0,73.0,75.0,54.0,54.0,57.0,45.0,41.0,81.0,56.0,30.0,10
181,498033,75.0,87.0,left,75.0,64.0,77.0,76.0,83.0,69.0,64.0,69.0,73.0,75.0,54.0,54.0,56.0,45.0,41.0,81.0,56.0,30.0,9
182,157869,73.0,73.0,left,59.0,39.0,45.0,55.0,53.0,33.0,41.0,41.0,64.0,34.0,58.0,46.0,91.0,76.0,70.0,54.0,61.0,74.0,10
183,157869,76.0,76.0,left,59.0,39.0,45.0,55.0,53.0,33.0,41.0,41.0,73.0,34.0,58.0,46.0,91.0,76.0,78.0,54.0,61.0,80.0,10
184,157869,75.0,78.0,left,58.0,38.0,44.0,54.0,52.0,34.0,45.0,42.0,72.0,36.0,57.0,48.0,91.0,75.0,78.0,53.0,60.0,78.0,9
185,157869,73.0,76.0,left,58.0,38.0,44.0,54.0,52.0,34.0,45.0,42.0,70.0,36.0,57.0,36.0,90.0,75.0,78.0,65.0,60.0,77.0,9
186,157869,73.0,76.0,left,58.0,38.0,44.0,54.0,52.0,34.0,45.0,42.0,70.0,36.0,57.0,36.0,90.0,75.0,78.0,65.0,60.0,77.0,9
187,157869,73.0,76.0,left,58.0,38.0,44.0,54.0,52.0,34.0,45.0,42.0,70.0,36.0,57.0,45.0,87.0,75.0,78.0,65.0,60.0,77.0,7
188,8780,66.0,69.0,right,61.0,61.0,64.0,68.0,64.0,83.0,84.0,78.0,67.0,64.0,79.0,65.0,75.0,51.0,20.0,58.0,66.0,25.0,9
189,8780,68.0,73.0,right,48.0,65.0,64.0,77.0,66.0,80.0,83.0,64.0,67.0,65.0,79.0,65.0,77.0,51.0,32.0,48.0,66.0,36.0,8
190,18628,71.0,71.0,left,55.0,73.0,71.0,55.0,70.0,72.0,73.0,71.0,73.0,72.0,65.0,77.0,73.0,65.0,45.0,62.0,67.0,30.0,9
191,18628,69.0,69.0,left,50.0,72.0,70.0,55.0,68.0,70.0,72.0,71.0,73.0,72.0,62.0,75.0,73.0,65.0,45.0,50.0,65.0,30.0,9
192,18628,66.0,66.0,left,50.0,65.0,70.0,55.0,65.0,68.0,70.0,71.0,73.0,72.0,62.0,75.0,73.0,64.0,45.0,50.0,65.0,30.0,8
193,18628,74.0,76.0,left,51.0,77.0,71.0,58.0,75.0,71.0,73.0,72.0,74.0,73.0,73.0,79.0,71.0,65.0,46.0,64.0,62.0,25.0,8
194,478391,63.0,67.0,right,59.0,61.0,66.0,39.0,67.0,75.0,72.0,74.0,53.0,70.0,61.0,58.0,56.0,41.0,39.0,50.0,71.0,55.0,8
195,18395,65.0,65.0,right,66.0,59.0,65.0,66.0,66.0,75.0,72.0,75.0,70.0,69.0,68.0,64.0,67.0,66.0,34.0,64.0,55.0,25.0,9
196,18395,65.0,65.0,right,65.0,58.0,64.0,65.0,65.0,75.0,72.0,75.0,69.0,63.0,67.0,64.0,67.0,65.0,33.0,63.0,54.0,24.0,9
197,18395,66.0,66.0,right,65.0,63.0,65.0,65.0,67.0,77.0,76.0,75.0,69.0,63.0,67.0,64.0,67.0,65.0,33.0,63.0,54.0,24.0,9
198,18395,67.0,67.0,right,66.0,64.0,66.0,66.0,68.0,78.0,77.0,76.0,70.0,64.0,68.0,65.0,68.0,66.0,34.0,64.0,55.0,25.0,3
199,18520,73.0,73.0,right,65.0,36.0,51.0,46.0,53.0,67.0,74.0,63.0,73.0,55.0,70.0,82.0,75.0,87.0,70.0,45.0,55.0,74.0,9
200,18520,74.0,79.0,right,77.0,36.0,64.0,46.0,67.0,72.0,75.0,63.0,81.0,55.0,70.0,82.0,78.0,87.0,71.0,65.0,55.0,77.0,3
201,18520,74.0,79.0,right,77.0,36.0,64.0,46.0,67.0,72.0,75.0,63.0,81.0,55.0,70.0,82.0,78.0,87.0,71.0,65.0,55.0,77.0,1
202,183184,70.0,76.0,right,51.0,53.0,50.0,55.0,61.0,53.0,51.0,52.0,71.0,56.0,64.0,61.0,75.0,78.0,76.0,72.0,58.0,60.0,6
203,183184,69.0,71.0,right,51.0,42.0,50.0,55.0,61.0,58.0,64.0,52.0,62.0,63.0,53.0,73.0,75.0,78.0,71.0,72.0,58.0,68.0,4
204,30958,79.0,79.0,right,71.0,66.0,68.0,78.0,80.0,49.0,45.0,55.0,69.0,72.0,86.0,50.0,77.0,76.0,77.0,90.0,75.0,67.0,5
205,75306,60.0,62.0,right,59.0,47.0,49.0,40.0,70.0,70.0,68.0,64.0,46.0,61.0,59.0,66.0,68.0,66.0,52.0,67.0,69.0,58.0,3
206,75579,67.0,68.0,left,11.0,10.0,11.0,14.0,23.0,47.0,61.0,63.0,71.0,56.0,22.0,54.0,70.0,40.0,21.0,35.0,31.0,12.0,6
207,75579,63.0,70.0,left,11.0,10.0,11.0,9.0,23.0,47.0,61.0,63.0,61.0,74.0,22.0,54.0,70.0,40.0,21.0,66.0,31.0,12.0,4
208,38467,75.0,75.0,right,12.0,11.0,15.0,12.0,17.0,62.0,52.0,63.0,75.0,65.0,25.0,73.0,65.0,37.0,22.0,30.0,24.0,13.0,9
209,38467,65.0,69.0,right,11.0,10.0,14.0,11.0,26.0,67.0,65.0,73.0,70.0,65.0,34.0,75.0,65.0,61.0,21.0,32.0,27.0,12.0,5
210,38467,70.0,79.0,right,23.0,23.0,23.0,11.0,26.0,70.0,70.0,73.0,75.0,66.0,31.0,75.0,65.0,61.0,70.0,32.0,70.0,23.0,1
211,34103,72.0,79.0,left,67.0,37.0,64.0,83.0,64.0,75.0,72.0,,74.0,,87.0,,73.0,74.0,77.0,,75.0,79.0,4
212,122047,74.0,78.0,right,81.0,53.0,74.0,55.0,80.0,85.0,89.0,88.0,73.0,72.0,69.0,68.0,69.0,73.0,71.0,70.0,60.0,67.0,7
213,122047,75.0,78.0,right,78.0,61.0,74.0,55.0,81.0,88.0,89.0,88.0,73.0,72.0,69.0,68.0,69.0,73.0,73.0,72.0,60.0,68.0,6
214,122047,71.0,75.0,right,76.0,57.0,75.0,55.0,76.0,86.0,87.0,82.0,74.0,72.0,69.0,63.0,55.0,68.0,62.0,68.0,60.0,67.0,6
215,122047,70.0,73.0,right,72.0,50.0,73.0,55.0,71.0,79.0,82.0,85.0,72.0,57.0,66.0,64.0,52.0,66.0,56.0,66.0,51.0,64.0,4
216,122047,62.0,69.0,right,61.0,45.0,68.0,46.0,61.0,70.0,73.0,85.0,63.0,57.0,58.0,64.0,64.0,58.0,52.0,66.0,54.0,59.0,2
217,37427,73.0,73.0,left,38.0,35.0,44.0,63.0,58.0,63.0,70.0,58.0,67.0,73.0,49.0,85.0,74.0,77.0,74.0,52.0,43.0,75.0,7
218,102619,68.0,68.0,right,60.0,60.0,56.0,55.0,61.0,39.0,42.0,44.0,83.0,70.0,76.0,77.0,83.0,81.0,41.0,68.0,73.0,30.0,7
219,102619,76.0,77.0,right,68.0,80.0,76.0,69.0,79.0,79.0,72.0,67.0,61.0,79.0,73.0,87.0,49.0,62.0,73.0,75.0,69.0,34.0,1
220,97865,66.0,66.0,right,11.0,15.0,15.0,18.0,24.0,46.0,51.0,57.0,58.0,54.0,17.0,68.0,61.0,24.0,27.0,32.0,15.0,12.0,10
221,97865,65.0,70.0,right,25.0,25.0,25.0,25.0,23.0,46.0,51.0,57.0,57.0,54.0,25.0,68.0,61.0,23.0,26.0,25.0,25.0,25.0,8
222,97865,63.0,68.0,right,25.0,25.0,25.0,25.0,23.0,46.0,51.0,57.0,57.0,52.0,25.0,60.0,61.0,23.0,26.0,25.0,25.0,25.0,5
223,75447,82.0,82.0,right,62.0,84.0,73.0,45.0,79.0,75.0,79.0,75.0,86.0,55.0,78.0,87.0,87.0,88.0,44.0,62.0,80.0,28.0,10
224,75447,83.0,83.0,right,64.0,85.0,75.0,45.0,79.0,75.0,79.0,75.0,84.0,55.0,83.0,87.0,87.0,88.0,41.0,58.0,80.0,25.0,9
225,75447,83.0,84.0,right,64.0,85.0,76.0,45.0,79.0,74.0,76.0,76.0,83.0,74.0,82.0,86.0,87.0,90.0,30.0,54.0,81.0,25.0,8
226,75447,83.0,84.0,right,64.0,85.0,76.0,51.0,79.0,76.0,78.0,76.0,83.0,74.0,82.0,86.0,87.0,90.0,30.0,59.0,81.0,25.0,7
227,102374,67.0,62.0,right,65.0,51.0,65.0,64.0,70.0,63.0,65.0,70.0,67.0,82.0,63.0,72.0,52.0,52.0,55.0,59.0,61.0,56.0,3
228,102374,69.0,62.0,right,65.0,51.0,65.0,64.0,70.0,73.0,70.0,70.0,77.0,82.0,63.0,72.0,72.0,65.0,55.0,59.0,61.0,66.0,2
229,446266,72.0,82.0,left,68.0,71.0,65.0,57.0,73.0,64.0,65.0,66.0,76.0,54.0,77.0,69.0,73.0,76.0,71.0,73.0,61.0,70.0,9
230,446266,70.0,81.0,left,67.0,70.0,64.0,56.0,72.0,64.0,65.0,66.0,75.0,54.0,76.0,69.0,73.0,75.0,66.0,70.0,60.0,60.0,8
231,37631,78.0,78.0,right,66.0,64.0,76.0,72.0,79.0,60.0,65.0,52.0,78.0,60.0,80.0,58.0,80.0,76.0,80.0,78.0,69.0,68.0,10
232,37631,79.0,83.0,right,65.0,63.0,72.0,71.0,78.0,60.0,65.0,52.0,80.0,60.0,82.0,52.0,84.0,79.0,81.0,76.0,72.0,77.0,8
233,37631,79.0,83.0,right,65.0,63.0,72.0,71.0,78.0,55.0,54.0,52.0,80.0,60.0,82.0,52.0,84.0,79.0,81.0,76.0,72.0,65.0,7
234,37631,77.0,79.0,right,65.0,60.0,73.0,71.0,76.0,55.0,62.0,54.0,75.0,60.0,82.0,52.0,79.0,73.0,76.0,79.0,72.0,70.0,5
235,41667,72.0,72.0,right,72.0,43.0,57.0,69.0,61.0,48.0,46.0,40.0,66.0,48.0,83.0,60.0,88.0,80.0,71.0,43.0,51.0,74.0,9
236,41667,71.0,71.0,right,67.0,42.0,56.0,72.0,53.0,55.0,33.0,50.0,62.0,48.0,82.0,60.0,87.0,71.0,75.0,42.0,50.0,72.0,9
237,41667,72.0,72.0,right,67.0,48.0,56.0,69.0,54.0,55.0,33.0,50.0,59.0,48.0,85.0,62.0,87.0,71.0,75.0,42.0,50.0,74.0,7
238,41667,72.0,72.0,right,67.0,48.0,56.0,69.0,54.0,55.0,33.0,50.0,59.0,48.0,85.0,62.0,87.0,73.0,74.0,43.0,50.0,74.0,7
239,41667,73.0,76.0,right,74.0,51.0,60.0,69.0,70.0,74.0,75.0,58.0,75.0,80.0,85.0,79.0,85.0,86.0,75.0,70.0,74.0,67.0,4
240,34233,73.0,73.0,left,76.0,70.0,73.0,69.0,76.0,83.0,83.0,75.0,65.0,69.0,80.0,90.0,64.0,47.0,34.0,73.0,73.0,19.0,9
241,34233,72.0,72.0,left,76.0,70.0,73.0,69.0,76.0,84.0,84.0,76.0,65.0,70.0,80.0,90.0,65.0,47.0,34.0,73.0,73.0,25.0,8
242,34233,75.0,81.0,left,81.0,76.0,75.0,75.0,78.0,90.0,90.0,76.0,71.0,72.0,87.0,90.0,64.0,47.0,34.0,75.0,74.0,19.0,7
243,102622,76.0,76.0,right,59.0,49.0,64.0,70.0,75.0,68.0,55.0,60.0,70.0,69.0,60.0,69.0,81.0,79.0,76.0,74.0,58.0,70.0,8
244,102622,77.0,77.0,right,59.0,49.0,64.0,70.0,75.0,68.0,55.0,60.0,70.0,69.0,60.0,69.0,81.0,79.0,76.0,78.0,58.0,70.0,8
245,102622,71.0,74.0,right,59.0,49.0,64.0,70.0,74.0,55.0,54.0,59.0,68.0,70.0,61.0,66.0,74.0,71.0,64.0,77.0,58.0,48.0,7
246,96619,78.0,78.0,right,86.0,72.0,81.0,80.0,79.0,78.0,76.0,74.0,75.0,76.0,79.0,66.0,62.0,63.0,43.0,77.0,59.0,17.0,9
247,96619,78.0,79.0,right,86.0,72.0,81.0,80.0,79.0,78.0,76.0,74.0,75.0,76.0,79.0,66.0,62.0,63.0,43.0,77.0,59.0,17.0,9
248,96619,78.0,81.0,right,80.0,77.0,77.0,78.0,80.0,81.0,83.0,82.0,72.0,78.0,77.0,65.0,61.0,70.0,48.0,70.0,57.0,25.0,9
249,96619,80.0,82.0,right,87.0,78.0,81.0,82.0,80.0,82.0,84.0,83.0,69.0,71.0,75.0,63.0,59.0,68.0,46.0,79.0,55.0,13.0,7
250,96619,76.0,78.0,right,78.0,69.0,75.0,78.0,77.0,80.0,84.0,79.0,64.0,71.0,72.0,63.0,59.0,73.0,46.0,72.0,55.0,13.0,6
251,96619,76.0,79.0,right,78.0,75.0,81.0,71.0,78.0,80.0,82.0,80.0,64.0,72.0,72.0,63.0,58.0,68.0,64.0,72.0,54.0,22.0,4
252,30698,72.0,86.0,left,86.0,62.0,77.0,66.0,76.0,75.0,76.0,61.0,65.0,58.0,71.0,54.0,71.0,72.0,58.0,54.0,75.0,66.0,1
253,71353,75.0,76.0,right,73.0,60.0,82.0,74.0,81.0,79.0,73.0,85.0,67.0,90.0,63.0,67.0,32.0,35.0,25.0,78.0,58.0,26.0,10
254,71353,74.0,74.0,right,73.0,60.0,80.0,74.0,81.0,79.0,73.0,85.0,67.0,90.0,63.0,67.0,32.0,35.0,25.0,77.0,58.0,26.0,10
255,71353,74.0,74.0,right,73.0,60.0,80.0,74.0,81.0,79.0,73.0,87.0,67.0,90.0,63.0,67.0,32.0,35.0,25.0,77.0,58.0,26.0,10
256,71353,76.0,77.0,right,75.0,64.0,83.0,76.0,81.0,79.0,73.0,87.0,68.0,90.0,63.0,67.0,32.0,35.0,25.0,80.0,58.0,26.0,9
257,71353,78.0,82.0,right,74.0,70.0,86.0,78.0,84.0,88.0,77.0,91.0,69.0,90.0,58.0,67.0,35.0,37.0,24.0,82.0,57.0,25.0,7
258,71353,78.0,82.0,right,74.0,70.0,86.0,78.0,84.0,88.0,77.0,91.0,69.0,90.0,58.0,67.0,35.0,37.0,24.0,82.0,57.0,25.0,7
259,71353,78.0,82.0,right,74.0,70.0,87.0,78.0,84.0,84.0,77.0,91.0,76.0,90.0,63.0,67.0,31.0,37.0,24.0,77.0,57.0,18.0,6
260,71353,78.0,83.0,right,74.0,70.0,87.0,78.0,84.0,84.0,77.0,91.0,76.0,90.0,63.0,67.0,31.0,37.0,34.0,77.0,57.0,18.0,6
261,71353,79.0,89.0,right,78.0,68.0,88.0,84.0,85.0,87.0,83.0,91.0,74.0,79.0,63.0,47.0,39.0,37.0,56.0,80.0,58.0,20.0,3
262,71353,75.0,89.0,right,70.0,66.0,87.0,83.0,84.0,84.0,77.0,91.0,76.0,79.0,62.0,47.0,36.0,37.0,46.0,80.0,48.0,20.0,2
263,30827,73.0,73.0,right,69.0,78.0,66.0,71.0,73.0,69.0,66.0,70.0,77.0,62.0,74.0,82.0,75.0,83.0,42.0,76.0,71.0,43.0,10
264,30827,73.0,73.0,right,69.0,74.0,66.0,66.0,73.0,74.0,70.0,70.0,77.0,62.0,74.0,82.0,75.0,83.0,42.0,76.0,77.0,43.0,10
265,30827,73.0,73.0,right,62.0,74.0,68.0,63.0,74.0,78.0,71.0,72.0,76.0,62.0,72.0,72.0,72.0,62.0,47.0,73.0,71.0,22.0,8
266,30827,72.0,72.0,right,62.0,73.0,68.0,63.0,74.0,78.0,71.0,72.0,71.0,62.0,72.0,72.0,72.0,62.0,41.0,73.0,71.0,25.0,8
267,30827,72.0,72.0,right,54.0,72.0,70.0,61.0,73.0,67.0,67.0,72.0,71.0,62.0,76.0,78.0,69.0,62.0,48.0,70.0,72.0,25.0,7
268,30827,72.0,72.0,right,54.0,72.0,70.0,61.0,73.0,69.0,67.0,72.0,71.0,62.0,76.0,78.0,69.0,62.0,48.0,66.0,72.0,16.0,7
269,30827,73.0,73.0,right,54.0,72.0,69.0,61.0,72.0,69.0,75.0,72.0,71.0,62.0,81.0,78.0,69.0,62.0,48.0,66.0,72.0,16.0,6
270,30827,77.0,84.0,right,54.0,78.0,79.0,61.0,72.0,85.0,83.0,74.0,76.0,76.0,78.0,78.0,72.0,62.0,61.0,66.0,67.0,25.0,3
271,41923,65.0,66.0,right,75.0,49.0,67.0,59.0,75.0,69.0,68.0,73.0,66.0,73.0,65.0,64.0,62.0,61.0,58.0,54.0,56.0,57.0,6
272,41923,74.0,79.0,right,75.0,55.0,74.0,82.0,71.0,75.0,81.0,73.0,74.0,65.0,64.0,60.0,63.0,60.0,66.0,72.0,58.0,68.0,3
273,41923,63.0,80.0,right,54.0,40.0,63.0,26.0,65.0,66.0,75.0,73.0,64.0,65.0,40.0,60.0,48.0,67.0,51.0,72.0,56.0,57.0,2
274,68260,66.0,69.0,right,49.0,22.0,49.0,38.0,55.0,53.0,58.0,56.0,54.0,62.0,57.0,73.0,71.0,66.0,59.0,48.0,42.0,69.0,8
275,38160,70.0,70.0,right,58.0,48.0,63.0,69.0,71.0,44.0,33.0,45.0,77.0,59.0,74.0,47.0,67.0,66.0,62.0,81.0,71.0,52.0,7
276,38160,74.0,74.0,right,61.0,50.0,66.0,69.0,79.0,48.0,49.0,53.0,65.0,61.0,76.0,54.0,69.0,74.0,74.0,81.0,71.0,75.0,5
277,38160,71.0,73.0,right,73.0,66.0,56.0,67.0,71.0,63.0,73.0,58.0,71.0,74.0,84.0,68.0,73.0,56.0,77.0,81.0,68.0,73.0,1
278,96616,80.0,80.0,right,68.0,37.0,60.0,41.0,65.0,79.0,83.0,85.0,78.0,77.0,71.0,93.0,72.0,80.0,84.0,58.0,50.0,85.0,10
279,96616,81.0,81.0,right,68.0,38.0,60.0,41.0,65.0,79.0,83.0,85.0,78.0,77.0,71.0,93.0,72.0,80.0,85.0,58.0,50.0,87.0,10
280,96616,81.0,81.0,right,68.0,38.0,60.0,41.0,65.0,79.0,83.0,85.0,78.0,77.0,71.0,93.0,71.0,80.0,85.0,58.0,50.0,87.0,10
281,96616,81.0,81.0,right,68.0,38.0,60.0,41.0,65.0,83.0,83.0,85.0,78.0,77.0,71.0,93.0,71.0,80.0,85.0,58.0,50.0,87.0,9
282,96616,80.0,82.0,right,68.0,30.0,60.0,41.0,69.0,81.0,83.0,83.0,76.0,79.0,71.0,93.0,75.0,79.0,83.0,46.0,50.0,84.0,9
283,96616,79.0,80.0,right,64.0,30.0,60.0,41.0,66.0,81.0,83.0,83.0,76.0,79.0,71.0,93.0,75.0,79.0,83.0,56.0,50.0,83.0,8
284,96616,79.0,86.0,right,65.0,41.0,63.0,47.0,67.0,81.0,83.0,83.0,79.0,78.0,72.0,93.0,75.0,80.0,84.0,54.0,56.0,83.0,8
285,96616,79.0,85.0,right,68.0,44.0,65.0,50.0,69.0,79.0,83.0,79.0,77.0,76.0,72.0,92.0,75.0,78.0,84.0,55.0,56.0,83.0,7
286,96616,81.0,83.0,right,69.0,50.0,70.0,50.0,68.0,79.0,83.0,79.0,78.0,73.0,76.0,95.0,77.0,80.0,84.0,55.0,56.0,86.0,7
287,30459,80.0,80.0,right,52.0,43.0,45.0,30.0,58.0,34.0,34.0,37.0,77.0,55.0,47.0,63.0,87.0,88.0,83.0,59.0,45.0,81.0,7
288,30459,81.0,86.0,right,52.0,33.0,58.0,30.0,63.0,61.0,63.0,49.0,73.0,84.0,47.0,83.0,88.0,88.0,83.0,71.0,65.0,80.0,3
289,30459,75.0,82.0,right,41.0,23.0,52.0,50.0,66.0,60.0,66.0,49.0,64.0,84.0,31.0,83.0,92.0,97.0,80.0,71.0,50.0,83.0,1
290,213688,78.0,81.0,right,76.0,24.0,73.0,55.0,78.0,84.0,87.0,79.0,75.0,83.0,83.0,78.0,69.0,79.0,77.0,59.0,50.0,76.0,10
291,213688,79.0,83.0,right,76.0,24.0,73.0,55.0,78.0,84.0,87.0,79.0,75.0,83.0,83.0,78.0,69.0,80.0,79.0,59.0,50.0,76.0,9
292,213688,77.0,83.0,right,80.0,23.0,72.0,54.0,79.0,86.0,89.0,79.0,74.0,83.0,82.0,78.0,69.0,79.0,78.0,58.0,49.0,72.0,8
293,213688,74.0,83.0,right,77.0,23.0,64.0,48.0,72.0,80.0,82.0,80.0,74.0,83.0,71.0,78.0,67.0,79.0,75.0,58.0,49.0,69.0,6
294,213688,62.0,71.0,right,64.0,23.0,59.0,18.0,62.0,78.0,77.0,71.0,61.0,62.0,46.0,68.0,65.0,64.0,64.0,53.0,19.0,62.0,4
295,38794,66.0,68.0,left,52.0,65.0,60.0,52.0,63.0,72.0,77.0,65.0,63.0,63.0,69.0,70.0,74.0,44.0,25.0,61.0,65.0,18.0,9
296,38794,65.0,66.0,left,51.0,62.0,59.0,51.0,62.0,71.0,76.0,65.0,62.0,63.0,68.0,70.0,74.0,43.0,24.0,60.0,64.0,25.0,9
297,38794,65.0,68.0,left,51.0,65.0,59.0,51.0,62.0,72.0,77.0,65.0,62.0,63.0,68.0,70.0,74.0,43.0,24.0,60.0,64.0,25.0,9
298,38794,65.0,66.0,left,51.0,63.0,59.0,51.0,62.0,71.0,76.0,65.0,62.0,63.0,66.0,70.0,74.0,43.0,24.0,60.0,64.0,25.0,8
299,38794,65.0,72.0,left,51.0,63.0,59.0,51.0,62.0,71.0,76.0,65.0,62.0,63.0,66.0,70.0,74.0,43.0,24.0,60.0,64.0,25.0,8
300,38794,64.0,66.0,left,51.0,63.0,59.0,51.0,62.0,67.0,68.0,65.0,62.0,57.0,66.0,70.0,74.0,43.0,24.0,60.0,64.0,25.0,8
301,38794,66.0,71.0,left,49.0,68.0,61.0,43.0,64.0,69.0,71.0,66.0,64.0,72.0,67.0,67.0,73.0,61.0,33.0,58.0,53.0,17.0,4
302,30744,72.0,72.0,right,70.0,66.0,86.0,74.0,85.0,67.0,62.0,72.0,62.0,65.0,65.0,35.0,59.0,23.0,35.0,64.0,68.0,24.0,8
303,30744,69.0,73.0,right,58.0,66.0,86.0,74.0,85.0,56.0,58.0,72.0,61.0,65.0,55.0,40.0,59.0,23.0,35.0,63.0,68.0,14.0,7
304,30744,75.0,84.0,right,70.0,71.0,88.0,70.0,88.0,77.0,72.0,78.0,73.0,76.0,74.0,74.0,59.0,53.0,35.0,57.0,68.0,14.0,5
305,34582,69.0,69.0,right,57.0,67.0,66.0,75.0,66.0,52.0,52.0,52.0,65.0,58.0,80.0,63.0,75.0,74.0,45.0,64.0,78.0,37.0,6
306,34582,69.0,69.0,right,57.0,67.0,66.0,75.0,66.0,52.0,57.0,52.0,65.0,58.0,80.0,63.0,75.0,74.0,45.0,64.0,78.0,37.0,5
307,34582,69.0,71.0,right,57.0,69.0,62.0,54.0,70.0,56.0,69.0,67.0,64.0,76.0,69.0,81.0,77.0,70.0,68.0,64.0,64.0,24.0,2
308,34582,,,,,,,,,,,,,,,,,,,,,,1
309,239219,75.0,86.0,right,74.0,55.0,84.0,73.0,86.0,85.0,78.0,81.0,74.0,76.0,71.0,65.0,56.0,60.0,49.0,82.0,58.0,35.0,8
310,239219,76.0,88.0,right,65.0,56.0,79.0,69.0,83.0,77.0,75.0,79.0,76.0,79.0,72.0,55.0,55.0,60.0,64.0,82.0,59.0,41.0,7
311,239219,74.0,88.0,right,65.0,56.0,79.0,69.0,83.0,77.0,75.0,75.0,75.0,78.0,71.0,55.0,55.0,51.0,63.0,79.0,59.0,40.0,7
312,113672,76.0,82.0,right,44.0,37.0,42.0,34.0,68.0,62.0,69.0,64.0,71.0,66.0,51.0,77.0,75.0,73.0,82.0,58.0,36.0,73.0,8
